变量,变量名称,一级类别,二级类别,三级类别,来源模块,代码语言,时间窗口,来源函数,输入字段,缺失值取值,衍生过程
bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_168d,其他收入-通讯-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近168天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近168天) -> bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_168d
bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_182d,其他收入-通讯-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近182天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近182天) -> bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_182d
bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_28d,其他收入-通讯-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近28天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近28天) -> bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_28d
bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_56d,其他收入-通讯-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近56天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近56天) -> bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_56d
bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_7d,其他收入-通讯-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近7天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近7天) -> bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_7d
bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_84d,其他收入-通讯-消费率,收入能力,基础统计-均值,收入能力-基础统计-均值,txn_income_v1_1,Python,近84天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近84天) -> bank_txn_income_otherincome_category_telecommunications_mean_consumption_rate_84d
bank_txn_income_otherincome_category_telecommunications_median_14d,近14天其他收入-通讯中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_telecommunications_median_14d
bank_txn_income_otherincome_category_telecommunications_median_168d,近168天其他收入-通讯中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_telecommunications_median_168d
bank_txn_income_otherincome_category_telecommunications_median_182d,近182天其他收入-通讯中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_telecommunications_median_182d
bank_txn_income_otherincome_category_telecommunications_median_28d,近28天其他收入-通讯中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_telecommunications_median_28d
bank_txn_income_otherincome_category_telecommunications_median_56d,近56天其他收入-通讯中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_telecommunications_median_56d
bank_txn_income_otherincome_category_telecommunications_median_7d,近7天其他收入-通讯中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_telecommunications_median_7d
bank_txn_income_otherincome_category_telecommunications_median_84d,近84天其他收入-通讯中位数,收入能力,基础统计-中位数,收入能力-基础统计-中位数,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_telecommunications_median_84d
bank_txn_income_otherincome_category_telecommunications_min_14d,近14天其他收入-通讯最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_telecommunications_min_14d
bank_txn_income_otherincome_category_telecommunications_min_168d,近168天其他收入-通讯最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_telecommunications_min_168d
bank_txn_income_otherincome_category_telecommunications_min_182d,近182天其他收入-通讯最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_telecommunications_min_182d
bank_txn_income_otherincome_category_telecommunications_min_28d,近28天其他收入-通讯最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_telecommunications_min_28d
bank_txn_income_otherincome_category_telecommunications_min_56d,近56天其他收入-通讯最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_telecommunications_min_56d
bank_txn_income_otherincome_category_telecommunications_min_7d,近7天其他收入-通讯最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_telecommunications_min_7d
bank_txn_income_otherincome_category_telecommunications_min_84d,近84天其他收入-通讯最小值,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_telecommunications_min_84d
bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_14d,其他收入-通讯-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近14天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近14天) -> bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_14d
bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_168d,其他收入-通讯-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近168天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近168天) -> bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_168d
bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_182d,其他收入-通讯-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近182天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近182天) -> bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_182d
bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_28d,其他收入-通讯-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近28天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近28天) -> bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_28d
bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_56d,其他收入-通讯-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近56天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近56天) -> bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_56d
bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_7d,其他收入-通讯-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近7天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近7天) -> bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_7d
bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_84d,其他收入-通讯-消费率,收入能力,基础统计-最小值,收入能力-基础统计-最小值,txn_income_v1_1,Python,近84天,category_consumption_rate,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_consumption_rate(近84天) -> bank_txn_income_otherincome_category_telecommunications_min_consumption_rate_84d
bank_txn_income_otherincome_category_telecommunications_ratio_14d,其他收入-通讯-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近14天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近14天) -> bank_txn_income_otherincome_category_telecommunications_ratio_14d
bank_txn_income_otherincome_category_telecommunications_ratio_168d,其他收入-通讯-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近168天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近168天) -> bank_txn_income_otherincome_category_telecommunications_ratio_168d
bank_txn_income_otherincome_category_telecommunications_ratio_182d,其他收入-通讯-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近182天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近182天) -> bank_txn_income_otherincome_category_telecommunications_ratio_182d
bank_txn_income_otherincome_category_telecommunications_ratio_28d,其他收入-通讯-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近28天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近28天) -> bank_txn_income_otherincome_category_telecommunications_ratio_28d
bank_txn_income_otherincome_category_telecommunications_ratio_56d,其他收入-通讯-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近56天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近56天) -> bank_txn_income_otherincome_category_telecommunications_ratio_56d
bank_txn_income_otherincome_category_telecommunications_ratio_7d,其他收入-通讯-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近7天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近7天) -> bank_txn_income_otherincome_category_telecommunications_ratio_7d
bank_txn_income_otherincome_category_telecommunications_ratio_84d,其他收入-通讯-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近84天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近84天) -> bank_txn_income_otherincome_category_telecommunications_ratio_84d
bank_txn_income_otherincome_category_telecommunications_ratio_total_14d,其他收入-通讯-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近14天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近14天) -> bank_txn_income_otherincome_category_telecommunications_ratio_total_14d
bank_txn_income_otherincome_category_telecommunications_ratio_total_168d,其他收入-通讯-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近168天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近168天) -> bank_txn_income_otherincome_category_telecommunications_ratio_total_168d
bank_txn_income_otherincome_category_telecommunications_ratio_total_182d,其他收入-通讯-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近182天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近182天) -> bank_txn_income_otherincome_category_telecommunications_ratio_total_182d
bank_txn_income_otherincome_category_telecommunications_ratio_total_28d,其他收入-通讯-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近28天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近28天) -> bank_txn_income_otherincome_category_telecommunications_ratio_total_28d
bank_txn_income_otherincome_category_telecommunications_ratio_total_56d,其他收入-通讯-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近56天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近56天) -> bank_txn_income_otherincome_category_telecommunications_ratio_total_56d
bank_txn_income_otherincome_category_telecommunications_ratio_total_7d,其他收入-通讯-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近7天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近7天) -> bank_txn_income_otherincome_category_telecommunications_ratio_total_7d
bank_txn_income_otherincome_category_telecommunications_ratio_total_84d,其他收入-通讯-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近84天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近84天) -> bank_txn_income_otherincome_category_telecommunications_ratio_total_84d
bank_txn_income_otherincome_category_telecommunications_std_14d,近14天其他收入-通讯标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_telecommunications_std_14d
bank_txn_income_otherincome_category_telecommunications_std_168d,近168天其他收入-通讯标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_telecommunications_std_168d
bank_txn_income_otherincome_category_telecommunications_std_182d,近182天其他收入-通讯标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_telecommunications_std_182d
bank_txn_income_otherincome_category_telecommunications_std_28d,近28天其他收入-通讯标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_telecommunications_std_28d
bank_txn_income_otherincome_category_telecommunications_std_56d,近56天其他收入-通讯标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_telecommunications_std_56d
bank_txn_income_otherincome_category_telecommunications_std_7d,近7天其他收入-通讯标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_telecommunications_std_7d
bank_txn_income_otherincome_category_telecommunications_std_84d,近84天其他收入-通讯标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_telecommunications_std_84d
bank_txn_income_otherincome_category_telecommunications_sum_14d,近14天其他收入-通讯总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_telecommunications_sum_14d
bank_txn_income_otherincome_category_telecommunications_sum_168d,近168天其他收入-通讯总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_telecommunications_sum_168d
bank_txn_income_otherincome_category_telecommunications_sum_182d,近182天其他收入-通讯总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_telecommunications_sum_182d
bank_txn_income_otherincome_category_telecommunications_sum_28d,近28天其他收入-通讯总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_telecommunications_sum_28d
bank_txn_income_otherincome_category_telecommunications_sum_56d,近56天其他收入-通讯总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_telecommunications_sum_56d
bank_txn_income_otherincome_category_telecommunications_sum_7d,近7天其他收入-通讯总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_telecommunications_sum_7d
bank_txn_income_otherincome_category_telecommunications_sum_84d,近84天其他收入-通讯总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_telecommunications_sum_84d
bank_txn_income_otherincome_category_telecommunications_trend_slope_14d,近14天其他收入-通讯-趋势斜率,收入能力,趋势分析,收入能力-趋势分析,txn_income_v1_1,Python,近14天,category_trend_slope,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_trend_slope(近14天) -> bank_txn_income_otherincome_category_telecommunications_trend_slope_14d
